A股代码,公司简称,公司全称,所属行业,A股上市日期,B股代码,省份,城市,公司网址,注册地址
002096,南岭民爆,湖南南岭民用爆破器材股份有限公司,C 制造业,2006-12-22,,湖南,永州市,www.hnnlmb.com,湖南省永州市双牌县泷泊镇双北路6号
002097,山河智能,山河智能装备股份有限公司,C 制造业,2006-12-22,,湖南,长沙市,www.sunward.com.cn,湖南省长沙市经济技术开发区漓湘中路16号
002098,浔兴股份,福建浔兴拉链科技股份有限公司,C 制造业,2006-12-22,,福建,泉州市,www.sbszipper.com.cn,福建省晋江市深沪乌漏沟东工业区
002099,海翔药业,浙江海翔药业股份有限公司,C 制造业,2006-12-26,,浙江,台州市,www.hisoar.com,浙江省台州市椒江区外沙支路100号
002100,天康生物,天康生物股份有限公司,C 制造业,2006-12-26,,新疆,乌鲁木齐市,www.tcsw.com.cn,新疆维吾尔自治区乌鲁木齐市高新区长春南路528号
002101,广东鸿图,广东鸿图科技股份有限公司,C 制造业,2006-12-29,,广东,肇庆市,www.ght-china.com,广东省肇庆市高要区金渡世纪大道168号
002102,冠福股份,冠福控股股份有限公司,C 制造业,2006-12-29,,福建,泉州市,www.guanfu.com,福建省泉州市德化县浔中镇土坂村
002103,广博股份,广博集团股份有限公司,C 制造业,2007-01-10,,浙江,宁波市,www.guangbo.net,浙江省宁波市海曙区石碶街道车何
002104,恒宝股份,恒宝股份有限公司,C 制造业,2007-01-10,,江苏,镇江市,www.hengbao.com,江苏省丹阳市横塘工业区
002105,信隆健康,深圳信隆健康产业发展股份有限公司,C 制造业,2007-01-12,,广东,深圳市,www.hlcorp.com.cn,广东省深圳市宝安区松岗街道办碧头第三工业区
002106,莱宝高科,深圳莱宝高科技股份有限公司,C 制造业,2007-01-12,,广东,深圳市,www.laibao.com.cn,广东省深圳市南山区高新北二道29号
002107,沃华医药,山东沃华医药科技股份有限公司,C 制造业,2007-01-24,,山东,潍坊市,www.wohua.cn,山东省潍坊市高新技术产业开发区梨园街3517号
002108,沧州明珠,沧州明珠塑料股份有限公司,C 制造业,2007-01-24,,河北,沧州市,www.cz-mz.com,河北省沧州市沧石路张庄子工业园区
002109,兴化股份,陕西兴化化学股份有限公司,C 制造业,2007-01-26,,陕西,咸阳市,www.snxhchem.com,陕西省兴平市南郊
002110,三钢闽光,福建三钢闽光股份有限公司,C 制造业,2007-01-26,,福建,三明市,www.sgmg.com.cn,福建省三明市梅列区工业中路群工三路
002111,威海广泰,威海广泰空港设备股份有限公司,C 制造业,2007-01-26,,山东,威海市,www.guangtai.com.cn,山东省威海市环翠区黄河街16号
002112,三变科技,三变科技股份有限公司,C 制造业,2007-02-08,,浙江,台州市,www.sanbian.cn,浙江省三门县海游镇西区大道369号
002113,天润数娱,湖南天润数字娱乐文化传媒股份有限公司,I 信息技术,2007-02-08,,湖南,岳阳市,www.trfz.com,湖南省岳阳市九华山2号
002114,罗平锌电,云南罗平锌电股份有限公司,C 制造业,2007-02-15,,云南,曲靖市,www.lpxdgf.cn,云南省曲靖市罗平县罗雄镇九龙大道南段
002115,三维通信,三维通信股份有限公司,C 制造业,2007-02-15,,浙江,杭州市,www.sunwave.com.cn,浙江省杭州市滨江区火炬大道581号
002116,中国海诚,中国海诚工程科技股份有限公司,M 科研服务,2007-02-15,,上海,上海市,www.haisum.com,上海市宝庆路21号
002117,东港股份,东港股份有限公司,C 制造业,2007-03-02,,山东,济南市,www.tungkong.com.cn,山东省济南市山大北路23号
002118,紫鑫药业,吉林紫鑫药业股份有限公司,C 制造业,2007-03-02,,吉林,通化市,www.jilinzixin.com.cn,吉林省通化市柳河县英利路88号
002119,康强电子,宁波康强电子股份有限公司,C 制造业,2007-03-02,,浙江,宁波市,www.kangqiang.com,浙江省宁波市鄞州投资创业中心金源路988号
002120,韵达股份,韵达控股股份有限公司,C 制造业,2007-03-06,,浙江,宁波市,www.xinhaigroup.com,浙江省慈溪市崇寿镇永清南路8号
002121,科陆电子,深圳市科陆电子科技股份有限公司,C 制造业,2007-03-06,,广东,深圳市,www.szclou.com,广东省深圳市光明新区观光路3009号招商局光明科技园A6栋2A
002122,天马股份,天马轴承集团股份有限公司,C 制造业,2007-03-28,,浙江,杭州市,www.zjtmb.com,浙江省杭州市拱墅区石祥路202号
002123,梦网荣信,梦网荣信科技集团股份有限公司,I 信息技术,2007-03-28,,辽宁,鞍山市,www.rxpe.com,辽宁省鞍山市铁东区科技路108号
002124,天邦股份,天邦食品股份有限公司,C 制造业,2007-04-03,,浙江,宁波市,www.tianbang.com,浙江省余姚市玉立路55号阳光国际大厦A座1805-1807
002125,湘潭电化,湘潭电化科技股份有限公司,C 制造业,2007-04-03,,湖南,湘潭市,www.chinaemd.com,湖南省湘潭市雨湖区鹤岭镇
002126,银轮股份,浙江银轮机械股份有限公司,C 制造业,2007-04-18,,浙江,台州市,www.yinlun.com,浙江省天台县福溪街道始丰东路8号
002127,南极电商,南极电商股份有限公司,L 商务服务,2007-04-18,,江苏,苏州市,www.xmtex.com,江苏省吴江市盛泽镇五龙路22号
002128,露天煤业,内蒙古霍林河露天煤业股份有限公司,B 采矿业,2007-04-18,,内蒙古,通辽市,www.zdhm.com.cn,内蒙古自治区霍林郭勒市哲里木大街（霍矿珠斯花区）
002129,中环股份,天津中环半导体股份有限公司,C 制造业,2007-04-20,,天津,天津市,www.tjsemi.com,天津市新技术产业园区华苑产业区（环外）海泰东路12号
002130,沃尔核材,深圳市沃尔核材股份有限公司,C 制造业,2007-04-20,,广东,深圳市,www.woer.com,广东省深圳市坪山新区兰景北路沃尔工业园
002131,利欧股份,利欧集团股份有限公司,I 信息技术,2007-04-27,,浙江,台州市,www.chinapumps.com,浙江省温岭市滨海镇利欧路1号
002132,恒星科技,河南恒星科技股份有限公司,C 制造业,2007-04-27,,河南,郑州市,www.hengxingchinese.com,河南省巩义市康店镇焦湾村
002133,广宇集团,广宇集团股份有限公司,K 房地产,2007-04-27,,浙江,杭州市,www.cosmosgroup.com.cn,浙江省杭州市平海路8号
002134,*ST普林,天津普林电路股份有限公司,C 制造业,2007-05-16,,天津,天津市,www.toppcb.com,天津市空港经济区航海路53号
002135,东南网架,浙江东南网架股份有限公司,E 建筑业,2007-05-30,,浙江,杭州市,www.dongnanwangjia.com,浙江省杭州市萧山区衙前镇
002136,安 纳 达,安徽安纳达钛业股份有限公司,C 制造业,2007-05-30,,安徽,铜陵市,www.andty.com,安徽省铜陵市铜官大道
002137,麦达数字,深圳市麦达数字股份有限公司,C 制造业,2007-06-13,,广东,深圳市,www.sz-seastar.com,广东省深圳市龙岗区宝龙工业城宝龙六路实益达科技园
002138,顺络电子,深圳顺络电子股份有限公司,C 制造业,2007-06-13,,广东,深圳市,www.sunlordinc.com,广东省深圳市宝安区观澜街道大富苑工业区顺络观澜工业园
002139,拓邦股份,深圳拓邦股份有限公司,C 制造业,2007-06-29,,广东,深圳市,www.topband-e.com,广东省深圳市南山区高新技术产业园清华大学研究院B区413房
002140,东华科技,东华工程科技股份有限公司,E 建筑业,2007-07-12,,安徽,合肥市,www.chinaecec.com,安徽省合肥市长江西路669号高新技术产业开发区内
002141,贤丰控股,贤丰控股股份有限公司,C 制造业,2007-07-20,,广东,珠海市,www.ronsen.com.cn,广东省珠海市金湾区三灶镇三灶科技工业园
002142,宁波银行,宁波银行股份有限公司,J 金融业,2007-07-19,,浙江,宁波市,www.nbcb.com.cn,浙江省宁波市鄞州区宁南南路700号
002143,印纪传媒,印纪娱乐传媒股份有限公司,L 商务服务,2007-07-20,,四川,遂宁市,www.d-m-g.com,四川省遂宁市滨江南路666号
002144,宏达高科,宏达高科控股股份有限公司,C 制造业,2007-08-03,,浙江,嘉兴市,www.zjhongda.com.cn,浙江省海宁市许村镇建设路118号
002145,中核钛白,中核华原钛白股份有限公司,C 制造业,2007-08-03,,甘肃,嘉峪关市,www.tioxhua.com,甘肃省嘉峪关市东湖国际小区2号楼1单元401室
002146,荣盛发展,荣盛房地产发展股份有限公司,K 房地产,2007-08-08,,河北,廊坊市,www.risesun.cn,河北省廊坊市经济技术开发区祥云道81号
002147,新光圆成,新光圆成股份有限公司,K 房地产,2007-08-08,,安徽,马鞍山市,www.masfy.com,安徽省马鞍山市经济技术开发区超山西路
002148,北纬通信,北京北纬通信科技股份有限公司,I 信息技术,2007-08-10,,北京,北京市,www.bisp.com,北京市丰台区西四环南路19号九号楼247室
002149,西部材料,西部金属材料股份有限公司,C 制造业,2007-08-10,,陕西,西安市,www.c-wmm.com,陕西省西安市经开区泾渭工业园西金路西段15号
002150,通润装备,江苏通润装备科技股份有限公司,C 制造业,2007-08-10,,江苏,苏州市,www.tongrunindustries.com,江苏省常熟市海虞镇周行通港工业开发区
002151,北斗星通,北京北斗星通导航技术股份有限公司,C 制造业,2007-08-13,,北京,北京市,www.navchina.com,北京市海淀区中关村永丰高新技术产业基地丰贤东路7号北斗星通大厦
002152,广电运通,广州广电运通金融电子股份有限公司,C 制造业,2007-08-13,,广东,广州市,www.grgbanking.com,广东省广州市高新技术产业开发区科学城科林路9、11号
002153,石基信息,北京中长石基信息技术股份有限公司,I 信息技术,2007-08-13,,北京,北京市,www.shijigroup.com,北京市海淀区复兴路甲65号-A11层
002154,报 喜 鸟,报喜鸟控股股份有限公司,C 制造业,2007-08-16,,浙江,温州市,www.bxn.com,浙江省永嘉县瓯北镇报喜鸟工业区
002155,湖南黄金,湖南黄金股份有限公司,B 采矿业,2007-08-16,,湖南,怀化市,www.hngoldcorp.com,湖南省长沙市雨花区芙蓉中路二段金源大酒店16楼
002156,通富微电,通富微电子股份有限公司,C 制造业,2007-08-16,,江苏,南通市,www.tfme.com,江苏省南通市崇川开发区崇川路288号
002157,正邦科技,江西正邦科技股份有限公司,C 制造业,2007-08-17,,江西,南昌市,www.zhengbang.com,江西省南昌市高新技术开发区艾溪湖一路569号
002158,汉钟精机,上海汉钟精机股份有限公司,C 制造业,2007-08-17,,上海,上海市,www.hanbell.com.cn,上海市金山区枫泾工业开发区亭枫公路8289号
002159,三特索道,武汉三特索道集团股份有限公司,N 公共环保,2007-08-17,,湖北,武汉市,www.sante.com.cn,湖北省武汉市武昌区黄鹂路88号1号楼
002160,常铝股份,江苏常铝铝业股份有限公司,C 制造业,2007-08-21,,江苏,苏州市,www.alcha.com,江苏省常熟市白茆镇西
002161,远 望 谷,深圳市远望谷信息技术股份有限公司,C 制造业,2007-08-21,,广东,深圳市,www.invengo.cn,广东省深圳市南山区高新技术产业园区南区T2栋B座3层
002162,悦心健康,上海悦心健康集团股份有限公司,C 制造业,2007-08-23,,上海,上海市,www.cimic.com,上海市闵行区浦江镇三鲁公路2121号
002163,中航三鑫,中航三鑫股份有限公司,E 建筑业,2007-08-23,,广东,深圳市,www.sanxinglass.com,广东省深圳市南山区南海大道2061号新保辉大厦17层
002164,宁波东力,宁波东力股份有限公司,C 制造业,2007-08-23,,浙江,宁波市,www.donly.com.cn,浙江省宁波市江北区银海路1号
002165,红 宝 丽,红宝丽集团股份有限公司,C 制造业,2007-09-13,,江苏,南京市,www.hongbaoli.com,江苏省南京市高淳区经济开发区双高路29号
002166,莱茵生物,桂林莱茵生物科技股份有限公司,C 制造业,2007-09-13,,广西,桂林市,www.layn.com.cn,广西壮族自治区桂林市临桂县西城南路秧塘工业园
002167,东方锆业,广东东方锆业科技股份有限公司,C 制造业,2007-09-13,,广东,汕头市,www.orientzr.com,广东省汕头市澄海区莱美路宇田科技园
002168,深圳惠程,深圳市惠程电气股份有限公司,C 制造业,2007-09-19,,广东,深圳市,www.hifuture.com,广东省深圳市坪山新区大工业区兰景路以东、锦绣路以南惠程科技工业厂区
002169,智光电气,广州智光电气股份有限公司,C 制造业,2007-09-19,,广东,广州市,www.gzzg.com.cn,广东省广州市黄埔区云埔工业区埔南路51号
002170,芭田股份,深圳市芭田生态工程股份有限公司,C 制造业,2007-09-19,,广东,深圳市,www.batian.com.cn,广东省深圳市南山区高新技术园粤兴二道10号7-8楼
002171,楚江新材,安徽楚江科技新材料股份有限公司,C 制造业,2007-09-21,,安徽,芜湖市,www.jcty.cn,安徽省芜湖市九华北路8号
002172,澳洋科技,江苏澳洋科技股份有限公司,C 制造业,2007-09-21,,江苏,苏州市,www.aykj.cn,江苏省张家港市杨舍镇塘市
002173,创新医疗,创新医疗管理股份有限公司,C 制造业,2007-09-25,,浙江,绍兴市,www.shanxiahupearl.cn,www.shanxiahu.com,浙江省诸暨市山下湖镇郑家湖村
002174,游族网络,游族网络股份有限公司,I 信息技术,2007-09-25,,福建,泉州市,www.youzu.com；www.youzu.cn,福建省晋江市经济开发区安东园金山路31号
002175,东方网络,东方时代网络传媒股份有限公司,I 信息技术,2007-10-12,,广西,桂林市,www.guanglu.com.cn,广西壮族自治区桂林国家高新区五号区
002176,江特电机,江西特种电机股份有限公司,C 制造业,2007-10-12,,江西,宜春市,www.jiangte.com.cn,江西省宜春市环城南路581号
002177,御银股份,广州御银科技股份有限公司,C 制造业,2007-11-01,,广东,广州市,www.kingteller.com.cn,广东省广州市天河区高唐路234号901房
002178,延华智能,上海延华智能科技(集团)股份有限公司,M 科研服务,2007-11-01,,上海,上海市,www.chinaforwards.com,上海市普陀区西康路1255号6楼602室
002179,中航光电,中航光电科技股份有限公司,C 制造业,2007-11-01,,河南,洛阳市,www.jonhon.cn,中国（河南）自由贸易区试验区洛阳片区洛阳高新技术开发区周山路10号
002180,纳思达,纳思达股份有限公司,C 制造业,2007-11-13,,广东,珠海市,www.apexmic.cn,广东省珠海市香洲区珠海大道3883号01栋2楼、7楼B区，02栋，03栋，04栋1楼、2楼、3楼、4楼、5楼，05栋
002181,粤 传 媒,广东广州日报传媒股份有限公司,L 商务服务,2007-11-16,,广东,广州市,www.gdgzrb.com,广东省广州市白云区增槎路1113号
002182,云海金属,南京云海特种金属股份有限公司,C 制造业,2007-11-13,,江苏,南京市,www.rsm.com.cn,江苏省南京市溧水经济开发区秀山东路9号
002183,怡 亚 通,深圳市怡亚通供应链股份有限公司,L 商务服务,2007-11-13,,广东,深圳市,www.eascs.com,广东省深圳市宝安区西乡街道桃花源科技创新园A栋孵化大楼338室
002184,海得控制,上海海得控制系统股份有限公司,C 制造业,2007-11-16,,上海,上海市,www.hite.com.cn,上海市闵行区漕河泾开发区浦江高科技园新骏环路777号
002185,华天科技,天水华天科技股份有限公司,C 制造业,2007-11-20,,甘肃,天水市,www.tshtkj.com,甘肃省天水市秦州区双桥路14号
002186,全 聚 德,中国全聚德(集团)股份有限公司,H 住宿餐饮,2007-11-20,,北京,北京市,www.quanjude.com.cn,北京市宣武区前门西河沿217号
002187,广百股份,广州市广百股份有限公司,F 批发零售,2007-11-22,,广东,广州市,www.grandbuy.com.cn,广东省广州市越秀区西湖路12号
002188,巴士在线,巴士在线股份有限公司,L 商务服务,2007-11-22,,浙江,嘉兴市,www.busonline.com,浙江省嘉善县经济开发区东升路36号
002189,利达光电,利达光电股份有限公司,C 制造业,2007-12-03,,河南,南阳市,www.lida-oe.com,河南省南阳市中州路254号
002190,成飞集成,四川成飞集成科技股份有限公司,C 制造业,2007-12-03,,四川,成都市,www.cac-citc.com.cn,四川省成都市青羊区日月大道666号一栋
002191,劲嘉股份,深圳劲嘉集团股份有限公司,C 制造业,2007-12-05,,广东,深圳市,www.jinjia.com,广东省深圳市南山区高新技术产业园区科技中二路劲嘉科技大厦18-19层
002192,融捷股份,融捷股份有限公司,C 制造业,2007-12-05,,广东,广州市,www.luxiang.cn,广东省广州市天河区珠江西路5号广州国际金融中心主塔写字楼第45层04-05单元
002193,如意集团,山东如意毛纺服装集团股份有限公司,C 制造业,2007-12-07,,山东,济宁市,www.shandongruyi.com,山东省济宁市高新区如意工业园
002194,武汉凡谷,武汉凡谷电子技术股份有限公司,C 制造业,2007-12-07,,湖北,武汉市,www.fingu.com,湖北省武汉市洪山区关东科技园三号区二号楼
002195,二三四五,上海二三四五网络控股集团股份有限公司,I 信息技术,2007-12-12,,上海,上海市,www.2345hyron.com,上海市徐汇区宜山路700号85幢6楼
002196,方正电机,浙江方正电机股份有限公司,C 制造业,2007-12-12,,浙江,丽水市,www.fdm.com.cn,浙江省丽水生态产业集聚区(经济开发区)石牛路73号
002197,证通电子,深圳市证通电子股份有限公司,C 制造业,2007-12-18,,广东,深圳市,www.szzt.com.cn,广东省深圳市南山区南油天安工业村八座3A
002198,嘉应制药,广东嘉应制药股份有限公司,C 制造业,2007-12-18,,广东,梅州市,www.gdjyzy.com.cn,广东省梅州市东升工业园B区
002199,东晶电子,浙江东晶电子股份有限公司,C 制造业,2007-12-21,,浙江,金华市,www.ecec.com.cn,浙江省金华市宾虹西路555号
002200,云投生态,云南云投生态环境科技股份有限公司,A 农林牧渔,2007-12-21,,云南,昆明市,www.yt-eco.com,云南省昆明市经济技术开发区经浦路6号
002201,九鼎新材,江苏九鼎新材料股份有限公司,C 制造业,2007-12-26,,江苏,南通市,www.cjdg.com,江苏省如皋市中山东路1号
002202,金风科技,新疆金风科技股份有限公司,C 制造业,2007-12-26,,新疆,乌鲁木齐市,www.goldwind.cn,新疆维吾尔自治区乌鲁木齐市经济技术开发区上海路107号
002203,海亮股份,浙江海亮股份有限公司,C 制造业,2008-01-16,,浙江,绍兴市,www.hailiang.com,浙江省诸暨市店口镇工业区
002204,大连重工,大连华锐重工集团股份有限公司,C 制造业,2008-01-16,,辽宁,大连市,www.dhidcw.com,辽宁省大连市西岗区八一路169号
002205,国统股份,新疆国统管道股份有限公司,C 制造业,2008-01-23,,新疆,乌鲁木齐市,www.xjgt.com,新疆维吾尔自治区乌鲁木齐市林泉西路765号
002206,海 利 得,浙江海利得新材料股份有限公司,C 制造业,2008-01-23,,浙江,嘉兴市,www.halead.com,浙江省海宁市马桥镇经编园区内
002207,*ST准油,新疆准东石油技术股份有限公司,B 采矿业,2008-01-28,,新疆,克拉玛依市,www.zygf.com.cn,新疆维吾尔自治区克拉玛依市友谊路251号
002208,合肥城建,合肥城建发展股份有限公司,K 房地产,2008-01-28,,安徽,合肥市,www.hucd.cn,安徽省合肥市蜀山区潜山路100号琥珀五环国际A座
002209,达 意 隆,广州达意隆包装机械股份有限公司,C 制造业,2008-01-30,,广东,广州市,www.tech-long.com,广东省广州市黄埔区云埔一路23号
002210,飞马国际,深圳市飞马国际供应链股份有限公司,L 商务服务,2008-01-30,,广东,深圳市,www.fmscm.com,广东省深圳市福田区深南大道7008号阳光高尔夫大厦26楼2601室
002211,宏达新材,江苏宏达新材料股份有限公司,C 制造业,2008-02-01,,江苏,镇江市,www.hongda-chemical.com,江苏省扬中市明珠广场
002212,南洋股份,南洋天融信科技集团股份有限公司,C 制造业,2008-02-01,,广东,汕头市,www.nanyangcable.com,广东省汕头市珠津工业区珠津二街1号
002213,特 尔 佳,深圳市特尔佳科技股份有限公司,C 制造业,2008-02-01,,广东,深圳市,www.terca.cn,广东省深圳市南山区科技中二路深圳软件园12#楼301
002214,大立科技,浙江大立科技股份有限公司,C 制造业,2008-02-18,,浙江,杭州市,www.dali-tech.com,浙江省杭州市滨江区滨康路639号
002215,诺 普 信,深圳诺普信农化股份有限公司,C 制造业,2008-02-18,,广东,深圳市,www.noposion.com,广东省深圳市宝安区西乡水库路113号
002216,三全食品,三全食品股份有限公司,C 制造业,2008-02-20,,河南,郑州市,www.sanquan.com,河南省郑州市综合投资区长兴路中段
002217,合力泰,合力泰科技股份有限公司,C 制造业,2008-02-20,,山东,淄博市,www.lianhechem.com.cn,山东省沂源县城东风路36号
002218,拓日新能,深圳市拓日新能源科技股份有限公司,C 制造业,2008-02-28,,广东,深圳市,www.topraysolar.com;www.topraysolar.cn,广东省深圳市南山区侨城北路香年广场[南区]主楼（A座）栋―座8层802、803、804号房
002219,恒康医疗,恒康医疗集团股份有限公司,C 制造业,2008-03-06,,甘肃,陇南市,www.duyiwei.com,甘肃省陇南市康县王坝独一味工业园区
002220,天宝股份,大连天宝绿色食品股份有限公司,C 制造业,2008-02-28,,辽宁,大连市,www.cn-tianbao.com,辽宁省大连市金州区拥政街道三里村624号
002221,东华能源,东华能源股份有限公司,F 批发零售,2008-03-06,,江苏,苏州市,www.chinadhe.com,江苏省张家港保税区出口加工区东华路668号
002222,福晶科技,福建福晶科技股份有限公司,C 制造业,2008-03-19,,福建,福州市,www.castech.com,福建省福州市鼓楼区软件大道89号福州软件园F区9号楼
002223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,C 制造业,2008-04-18,,江苏,镇江市,www.yuyue.com.cn,江苏省丹阳市云阳工业园(振新路南)
002224,三 力 士,三力士股份有限公司,C 制造业,2008-04-25,,浙江,绍兴市,www.v-belt.com,浙江省绍兴县柯岩街道余渚村
002225,濮耐股份,濮阳濮耐高温材料（集团）股份有限公司,C 制造业,2008-04-25,,河南,濮阳市,www.punai.com,河南省濮阳县西环路中段
002226,江南化工,安徽江南化工股份有限公司,C 制造业,2008-05-06,,安徽,宣城市,www.ahjnhg.com,安徽省宁国市港口镇分界山
002227,奥 特 迅,深圳奥特迅电力设备股份有限公司,C 制造业,2008-05-06,,广东,深圳市,www.atc-a.com,广东省深圳市南山区高新技术产业园北区松坪山路3号奥特迅电力大厦
002228,合兴包装,厦门合兴包装印刷股份有限公司,C 制造业,2008-05-08,,福建,厦门市,www.hxpp.com.cn,福建省厦门市同安区同集北路556号
002229,鸿博股份,鸿博股份有限公司,C 制造业,2008-05-08,,福建,福州市,www.hb-print.com.cn,福建省福州市金山开发区金达路136号
002230,科大讯飞,科大讯飞股份有限公司,I 信息技术,2008-05-12,,安徽,合肥市,www.iflytek.com,安徽省合肥市高新开发区望江西路666号
002231,奥维通信,奥维通信股份有限公司,C 制造业,2008-05-12,,辽宁,沈阳市,www.syallwin.com,辽宁省沈阳市浑南新区高歌路6号
002232,启明信息,启明信息技术股份有限公司,I 信息技术,2008-05-09,,吉林,长春市,www.qm.cn,吉林省长春净月高新技术产业开发区百合街1009号
002233,塔牌集团,广东塔牌集团股份有限公司,C 制造业,2008-05-16,,广东,梅州市,www.tapai.com,广东省梅州市蕉岭县蕉城镇（塔牌大厦）
002234,民和股份,山东民和牧业股份有限公司,A 农林牧渔,2008-05-16,,山东,烟台市,www.minhe.cn,山东省烟台蓬莱市西郊
002235,安妮股份,厦门安妮股份有限公司,C 制造业,2008-05-16,,福建,厦门市,www.anne.com.cn,福建省厦门市集美区杏林锦园南路99号
002236,大华股份,浙江大华技术股份有限公司,C 制造业,2008-05-20,,浙江,杭州市,www.dahuatech.com,浙江省杭州市滨江区滨安路1187号
002237,恒邦股份,山东恒邦冶炼股份有限公司,C 制造业,2008-05-20,,山东,烟台市,www.hbyl.cn,山东省烟台市牟平区水道镇
002238,天威视讯,深圳市天威视讯股份有限公司,I 信息技术,2008-05-26,,广东,深圳市,www.topway.com.cn,广东省深圳市福田区彩田路6001号
002239,奥特佳,奥特佳新能源科技股份有限公司,C 制造业,2008-05-22,,江苏,南通市,www.kfield.com.cn,江苏省南通高新技术产业开发区文昌路666号
002240,威华股份,广东威华股份有限公司,C 制造业,2008-05-23,,广东,梅州市,www.weihuaonline.com,广东省梅州市沿江东路滨江新村B00栋7楼
002241,歌尔股份,歌尔股份有限公司,C 制造业,2008-05-22,,山东,潍坊市,www.goertek.com,山东省潍坊高新技术产业开发区东方路268号
002242,九阳股份,九阳股份有限公司,C 制造业,2008-05-28,,山东,济南市,www.joyoung.com.cn,山东省济南市槐荫区美里路999号
002243,通产丽星,深圳市通产丽星股份有限公司,C 制造业,2008-05-28,,广东,深圳市,www.beautystar.cn,广东省深圳市龙岗区龙岗大道(坪地段)1001号
002244,滨江集团,杭州滨江房产集团股份有限公司,K 房地产,2008-05-29,,浙江,杭州市,www.binjiang.com.cn,浙江省杭州市庆春东路38号
002245,澳洋顺昌,江苏澳洋顺昌股份有限公司,G 运输仓储,2008-06-05,,江苏,苏州市,www.aucksun.com,江苏省张家港市杨舍镇新泾中路10号
002246,北化股份,四川北方硝化棉股份有限公司,C 制造业,2008-06-05,,四川,泸州市,www.sn-nc.com,四川省泸州市高坝
002247,帝龙文化,浙江帝龙文化发展股份有限公司,C 制造业,2008-06-12,,浙江,杭州市,www.dilong.cc,浙江省临安市玲珑街道玲珑工业区环南路1958号
002248,*ST东数,威海华东数控股份有限公司,C 制造业,2008-06-12,,山东,威海市,www.huadongcnc.com,山东省威海经济技术开发区环山路698号
002249,大洋电机,中山大洋电机股份有限公司,C 制造业,2008-06-19,,广东,中山市,www.broad-ocean.com.cn,广东省中山市西区沙朗第三工业区
002250,联化科技,联化科技股份有限公司,C 制造业,2008-06-19,,浙江,台州市,www.lianhetech.com,浙江省台州市黄岩区江口经济开发区永椒路8号
002251,步 步 高,步步高商业连锁股份有限公司,F 批发零售,2008-06-19,,湖南,湘潭市,www.bbg.com.cn,湖南省湘潭市韶山西路309号步步高大厦
002252,上海莱士,上海莱士血液制品股份有限公司,C 制造业,2008-06-23,,上海,上海市,www.raas-corp.com,上海市奉贤区望园路2009号
002253,川大智胜,四川川大智胜软件股份有限公司,I 信息技术,2008-06-23,,四川,成都市,www.wisesoft.com.cn,四川省成都市武科东一路七号
002254,泰和新材,烟台泰和新材料股份有限公司,C 制造业,2008-06-25,,山东,烟台市,www.tayho.com.cn,山东省烟台经济技术开发区黑龙江路10号
002255,海陆重工,苏州海陆重工股份有限公司,C 制造业,2008-06-25,,江苏,苏州市,www.hailu-boiler.cn,江苏省张家港市东南大道1号（张家港经济技术开发区）
002256,兆新股份,深圳市兆新能源股份有限公司,C 制造业,2008-06-25,,广东,深圳市,www.7cf.com,广东省深圳市宝安区石岩镇上屋彩虹工业城
002258,利尔化学,利尔化学股份有限公司,C 制造业,2008-07-08,,四川,绵阳市,www.lierchem.com,四川省绵阳经济技术开发区
002259,升达林业,四川升达林业产业股份有限公司,C 制造业,2008-07-16,,四川,成都市,www.shengdawood.com,四川省成都市锦江区东华正街42号
002260,德奥通航,德奥通用航空股份有限公司,C 制造业,2008-07-16,,广东,佛山市,www.elecpro.com,广东省佛山市南海区松岗松夏工业园工业大道西
002261,拓维信息,拓维信息系统股份有限公司,I 信息技术,2008-07-23,,湖南,长沙市,www.talkweb.com.cn,湖南省长沙市岳麓区桐梓坡西路298号
002262,恩华药业,江苏恩华药业股份有限公司,C 制造业,2008-07-23,,江苏,徐州市,www.nhwa-group.com,江苏省徐州经济开发区杨山路18号
002263,大 东 南,浙江大东南股份有限公司,C 制造业,2008-07-28,,浙江,绍兴市,www.chinaddn.com,浙江省诸暨市城西工业区
002264,新 华 都,新华都购物广场股份有限公司,F 批发零售,2008-07-31,,福建,厦门市,www.nhd-mart.com,福建省厦门市思明区香莲里28号莲花广场商业中心二层237-263单元
002265,西仪股份,云南西仪工业股份有限公司,C 制造业,2008-08-06,,云南,昆明市,www.ynxygy.com,云南省昆明市西山区海口镇山冲
002266,浙富控股,浙富控股集团股份有限公司,C 制造业,2008-08-06,,浙江,杭州市,www.zhefu.cn,浙江省桐庐县县城迎春南路177号浙富大厦25F
002267,陕天然气,陕西省天然气股份有限公司,D 水电煤气,2008-08-13,,陕西,西安市,www.shaanxigas.com,陕西省西安市经济技术开发区A1区
002268,卫 士 通,成都卫士通信息产业股份有限公司,I 信息技术,2008-08-11,,四川,成都市,www.westone.com.cn,四川省成都高新技术产业开发区云华路333号
002269,美邦服饰,上海美特斯邦威服饰股份有限公司,C 制造业,2008-08-28,,上海,上海市,www.metersbonwe.com,上海市浦东新区康桥镇康桥东路800号
002270,华明装备,华明电力装备股份有限公司,C 制造业,2008-09-05,,山东,济南市,www.huaming.com,山东省济南市天辰大街389号
002271,东方雨虹,北京东方雨虹防水技术股份有限公司,C 制造业,2008-09-10,,北京,北京市,www.yuhong.com.cn,北京市顺义区顺平路沙岭段甲2号
